sensor_id,timestamp,aqi,traffic_density,energy_kwh
sensor_kallio,2024-02-22 11:30:00,53.0,0.188,343.9
sensor_kamppi,2024-02-22 11:30:00,53.5,0.143,335.0
sensor_pasila,2024-02-22 11:30:00,52.9,0.15,303.1
sensor_kallio,2024-02-22 12:00:00,56.7,0.114,234.3
sensor_kamppi,2024-02-22 12:00:00,49.5,0.101,282.8
sensor_pasila,2024-02-22 12:00:00,45.9,0.11,276.3
sensor_kallio,2024-02-22 12:30:00,44.1,0.139,268.1
sensor_kamppi,2024-02-22 12:30:00,42.0,0.104,266.6
sensor_pasila,2024-02-22 12:30:00,58.7,0.088,263.4
sensor_kallio,2024-02-22 13:00:00,53.1,0.089,278.5
sensor_kamppi,2024-02-22 13:00:00,46.6,0.089,251.6
sensor_pasila,2024-02-22 13:00:00,54.9,0.099,243.5
sensor_kallio,2024-02-22 13:30:00,49.7,0.1,269.5
sensor_kamppi,2024-02-22 13:30:00,40.5,0.15,271.1
sensor_pasila,2024-02-22 13:30:00,54.1,0.119,251.3
sensor_kallio,2024-02-22 14:00:00,59.4,0.113,245.5
sensor_kamppi,2024-02-22 14:00:00,56.5,0.077,285.6
sensor_pasila,2024-02-22 14:00:00,50.4,0.128,281.2
sensor_kallio,2024-02-22 14:30:00,55.9,0.102,249.0
sensor_kamppi,2024-02-22 14:30:00,49.0,0.111,284.7
sensor_pasila,2024-02-22 14:30:00,54.1,0.046,275.5
sensor_kallio,2024-02-22 15:00:00,55.2,0.086,281.1
sensor_kamppi,2024-02-22 15:00:00,43.8,0.094,335.3
sensor_pasila,2024-02-22 15:00:00,52.4,0.083,292.4
sensor_kallio,2024-02-22 15:30:00,42.9,0.14,308.1
sensor_kamppi,2024-02-22 15:30:00,50.5,0.099,359.1
sensor_pasila,2024-02-22 15:30:00,57.4,0.092,293.8
sensor_kallio,2024-02-22 16:00:00,54.3,0.121,373.8
sensor_kamppi,2024-02-22 16:00:00,66.7,0.077,379.8
sensor_pasila,2024-02-22 16:00:00,77.5,0.062,373.4
sensor_kallio,2024-02-22 16:30:00,79.2,0.115,368.0
sensor_kamppi,2024-02-22 16:30:00,56.2,0.129,349.6
sensor_pasila,2024-02-22 16:30:00,73.8,0.097,402.6
sensor_kallio,2024-02-22 17:00:00,56.8,0.107,442.9
sensor_kamppi,2024-02-22 17:00:00,76.9,0.086,395.4
sensor_pasila,2024-02-22 17:00:00,67.3,0.097,418.5
sensor_kallio,2024-02-22 17:30:00,59.4,0.13,402.9
sensor_kamppi,2024-02-22 17:30:00,68.2,0.108,401.9
sensor_pasila,2024-02-22 17:30:00,61.8,0.122,370.3
sensor_kallio,2024-02-22 18:00:00,73.9,0.101,444.2
sensor_kamppi,2024-02-22 18:00:00,54.4,0.064,418.8
sensor_pasila,2024-02-22 18:00:00,72.9,0.096,445.0
sensor_kallio,2024-02-22 18:30:00,66.1,0.121,453.8
sensor_kamppi,2024-02-22 18:30:00,69.7,0.131,450.5
sensor_pasila,2024-02-22 18:30:00,66.9,0.105,424.9
sensor_kallio,2024-02-22 19:00:00,37.1,0.138,447.0
sensor_kamppi,2024-02-22 19:00:00,47.6,0.092,460.5
sensor_pasila,2024-02-22 19:00:00,26.1,0.111,417.7
sensor_kallio,2024-02-22 19:30:00,34.9,0.068,419.7
sensor_kamppi,2024-02-22 19:30:00,43.8,0.105,468.7
sensor_pasila,2024-02-22 19:30:00,38.0,0.095,463.4
sensor_kallio,2024-02-22 20:00:00,38.6,0.119,414.8
sensor_kamppi,2024-02-22 20:00:00,18.2,0.125,401.4
sensor_pasila,2024-02-22 20:00:00,43.1,0.111,410.6
sensor_kallio,2024-02-22 20:30:00,29.0,0.17,398.8
sensor_kamppi,2024-02-22 20:30:00,38.9,0.092,391.9
sensor_pasila,2024-02-22 20:30:00,28.3,0.103,407.4
sensor_kallio,2024-02-22 21:00:00,36.8,0.089,332.0
sensor_kamppi,2024-02-22 21:00:00,13.6,0.078,379.9
sensor_pasila,2024-02-22 21:00:00,38.3,0.095,347.5
sensor_kallio,2024-02-22 21:30:00,32.8,0.126,379.9
sensor_kamppi,2024-02-22 21:30:00,32.9,0.095,353.3
sensor_pasila,2024-02-22 21:30:00,38.2,0.14,345.0
sensor_kallio,2024-02-22 22:00:00,27.6,0.122,280.5
sensor_kamppi,2024-02-22 22:00:00,17.2,0.136,335.4
sensor_pasila,2024-02-22 22:00:00,30.6,0.087,302.0
sensor_kallio,2024-02-22 22:30:00,25.6,0.049,298.9
sensor_kamppi,2024-02-22 22:30:00,25.5,0.16,315.0
sensor_pasila,2024-02-22 22:30:00,31.4,0.131,323.4
sensor_kallio,2024-02-22 23:00:00,21.0,0.086,286.5
sensor_kamppi,2024-02-22 23:00:00,31.0,0.053,319.3
sensor_pasila,2024-02-22 23:00:00,22.7,0.083,337.2
sensor_kallio,2024-02-22 23:30:00,33.6,0.061,278.3
sensor_kamppi,2024-02-22 23:30:00,34.2,0.111,277.6
sensor_pasila,2024-02-22 23:30:00,37.2,0.093,241.0
sensor_kallio,2024-02-23 00:00:00,30.4,0.167,313.3
sensor_kamppi,2024-02-23 00:00:00,46.3,0.096,309.3
sensor_pasila,2024-02-23 00:00:00,32.9,0.065,354.1
sensor_kallio,2024-02-23 00:30:00,26.3,0.109,285.0
sensor_kamppi,2024-02-23 00:30:00,24.5,0.148,295.7
sensor_pasila,2024-02-23 00:30:00,29.3,0.056,296.2
sensor_kallio,2024-02-23 01:00:00,36.4,0.065,246.7
sensor_kamppi,2024-02-23 01:00:00,37.7,0.089,254.9
sensor_pasila,2024-02-23 01:00:00,35.5,0.134,269.1
sensor_kallio,2024-02-23 01:30:00,31.3,0.109,275.0
sensor_kamppi,2024-02-23 01:30:00,26.2,0.129,275.9
sensor_pasila,2024-02-23 01:30:00,40.0,0.056,303.1
sensor_kallio,2024-02-23 02:00:00,38.8,0.113,249.7
sensor_kamppi,2024-02-23 02:00:00,35.0,0.108,287.1
sensor_pasila,2024-02-23 02:00:00,39.6,0.117,247.6
sensor_kallio,2024-02-23 02:30:00,32.3,0.101,262.0
sensor_kamppi,2024-02-23 02:30:00,31.4,0.134,235.8
sensor_pasila,2024-02-23 02:30:00,37.6,0.063,228.0
sensor_kallio,2024-02-23 03:00:00,34.3,0.125,276.0
sensor_kamppi,2024-02-23 03:00:00,24.4,0.123,262.9
sensor_pasila,2024-02-23 03:00:00,36.5,0.098,269.9
sensor_kallio,2024-02-23 03:30:00,40.4,0.098,229.5
sensor_kamppi,2024-02-23 03:30:00,39.9,0.123,277.5
sensor_pasila,2024-02-23 03:30:00,36.0,0.142,287.6
sensor_kallio,2024-02-23 04:00:00,34.9,0.15,285.1
sensor_kamppi,2024-02-23 04:00:00,58.9,0.094,316.9
sensor_pasila,2024-02-23 04:00:00,34.6,0.1,301.3
sensor_kallio,2024-02-23 04:30:00,56.1,0.132,302.6
sensor_kamppi,2024-02-23 04:30:00,45.4,0.072,302.6
sensor_pasila,2024-02-23 04:30:00,40.9,0.123,330.1
sensor_kallio,2024-02-23 05:00:00,42.8,0.196,363.9
sensor_kamppi,2024-02-23 05:00:00,47.5,0.158,333.1
sensor_pasila,2024-02-23 05:00:00,41.2,0.164,363.4
sensor_kallio,2024-02-23 05:30:00,44.9,0.102,327.2
sensor_kamppi,2024-02-23 05:30:00,48.3,0.168,365.8
sensor_pasila,2024-02-23 05:30:00,42.3,0.165,337.9
sensor_kallio,2024-02-23 06:00:00,33.3,0.34,398.6
sensor_kamppi,2024-02-23 06:00:00,32.5,0.286,411.8
sensor_pasila,2024-02-23 06:00:00,44.3,0.316,415.4
sensor_kallio,2024-02-23 06:30:00,47.9,0.289,428.0
sensor_kamppi,2024-02-23 06:30:00,28.6,0.286,424.2
sensor_pasila,2024-02-23 06:30:00,42.5,0.3,421.0
sensor_kallio,2024-02-23 07:00:00,65.1,0.606,376.0
sensor_kamppi,2024-02-23 07:00:00,77.8,0.605,436.8
sensor_pasila,2024-02-23 07:00:00,76.3,0.604,449.9
sensor_kallio,2024-02-23 07:30:00,74.0,0.605,413.8
sensor_kamppi,2024-02-23 07:30:00,64.5,0.584,443.3
sensor_pasila,2024-02-23 07:30:00,63.9,0.601,436.9
sensor_kallio,2024-02-23 08:00:00,66.4,0.772,461.3
sensor_kamppi,2024-02-23 08:00:00,79.4,0.737,425.5
sensor_pasila,2024-02-23 08:00:00,71.2,0.726,409.2
sensor_kallio,2024-02-23 08:30:00,76.2,0.793,436.7
sensor_kamppi,2024-02-23 08:30:00,80.8,0.786,431.3
sensor_pasila,2024-02-23 08:30:00,77.4,0.785,466.8
sensor_kallio,2024-02-23 09:00:00,69.4,0.617,404.1
sensor_kamppi,2024-02-23 09:00:00,88.8,0.555,406.9
sensor_pasila,2024-02-23 09:00:00,81.6,0.579,404.8
sensor_kallio,2024-02-23 09:30:00,68.3,0.537,379.0
sensor_kamppi,2024-02-23 09:30:00,78.6,0.608,414.6
sensor_pasila,2024-02-23 09:30:00,69.5,0.6,407.1
sensor_kallio,2024-02-23 10:00:00,55.4,0.376,348.8
sensor_kamppi,2024-02-23 10:00:00,44.5,0.331,349.5
sensor_pasila,2024-02-23 10:00:00,57.6,0.311,353.9
sensor_kallio,2024-02-23 10:30:00,64.6,0.316,343.5
sensor_kamppi,2024-02-23 10:30:00,54.6,0.284,352.4
sensor_pasila,2024-02-23 10:30:00,61.7,0.313,388.0
sensor_kallio,2024-02-23 11:00:00,67.4,0.11,285.2
sensor_kamppi,2024-02-23 11:00:00,30.3,0.117,320.3
sensor_pasila,2024-02-23 11:00:00,52.4,0.15,321.2
sensor_kallio,2024-02-23 11:30:00,61.1,0.17,298.6
sensor_kamppi,2024-02-23 11:30:00,66.4,0.182,315.8
sensor_pasila,2024-02-23 11:30:00,55.8,0.137,294.4
sensor_kallio,2024-02-23 12:00:00,46.8,0.097,301.0
sensor_kamppi,2024-02-23 12:00:00,60.8,0.121,276.4
sensor_pasila,2024-02-23 12:00:00,55.8,0.112,247.5
sensor_kallio,2024-02-23 12:30:00,54.8,0.112,270.5
sensor_kamppi,2024-02-23 12:30:00,45.7,0.081,256.2
sensor_pasila,2024-02-23 12:30:00,55.6,0.119,282.5
sensor_kallio,2024-02-23 13:00:00,43.7,0.104,251.4
sensor_kamppi,2024-02-23 13:00:00,50.4,0.136,286.2
sensor_pasila,2024-02-23 13:00:00,48.3,0.098,237.4
sensor_kallio,2024-02-23 13:30:00,51.8,0.111,253.6
sensor_kamppi,2024-02-23 13:30:00,51.1,0.117,256.4
sensor_pasila,2024-02-23 13:30:00,53.4,0.149,264.0
sensor_kallio,2024-02-23 14:00:00,44.4,0.108,294.2
sensor_kamppi,2024-02-23 14:00:00,43.4,0.036,262.2
sensor_pasila,2024-02-23 14:00:00,52.7,0.118,268.0
sensor_kallio,2024-02-23 14:30:00,46.0,0.098,290.8
sensor_kamppi,2024-02-23 14:30:00,44.1,0.07,252.4
sensor_pasila,2024-02-23 14:30:00,55.2,0.124,288.8
sensor_kallio,2024-02-23 15:00:00,58.8,0.089,334.6
sensor_kamppi,2024-02-23 15:00:00,56.9,0.114,340.1
sensor_pasila,2024-02-23 15:00:00,42.5,0.12,324.7
sensor_kallio,2024-02-23 15:30:00,43.7,0.109,334.8
sensor_kamppi,2024-02-23 15:30:00,52.4,0.103,304.9
sensor_pasila,2024-02-23 15:30:00,58.0,0.121,278.0
sensor_kallio,2024-02-23 16:00:00,73.9,0.127,356.3
sensor_kamppi,2024-02-23 16:00:00,80.3,0.141,331.4
sensor_pasila,2024-02-23 16:00:00,73.4,0.079,369.9
sensor_kallio,2024-02-23 16:30:00,62.5,0.126,361.2
sensor_kamppi,2024-02-23 16:30:00,55.7,0.163,381.5
sensor_pasila,2024-02-23 16:30:00,67.0,0.123,336.2
sensor_kallio,2024-02-23 17:00:00,62.4,0.146,367.0
sensor_kamppi,2024-02-23 17:00:00,49.0,0.098,430.1
sensor_pasila,2024-02-23 17:00:00,65.6,0.13,427.3
sensor_kallio,2024-02-23 17:30:00,78.0,0.058,393.9
sensor_kamppi,2024-02-23 17:30:00,68.0,0.095,399.5
sensor_pasila,2024-02-23 17:30:00,68.5,0.131,409.3
sensor_kallio,2024-02-23 18:00:00,70.1,0.128,424.8
sensor_kamppi,2024-02-23 18:00:00,74.8,0.093,444.7
sensor_pasila,2024-02-23 18:00:00,64.6,0.091,427.2
sensor_kallio,2024-02-23 18:30:00,65.6,0.07,443.1
sensor_kamppi,2024-02-23 18:30:00,50.4,0.102,438.4
sensor_pasila,2024-02-23 18:30:00,68.3,0.132,439.3
sensor_kallio,2024-02-23 19:00:00,36.9,0.077,465.1
sensor_kamppi,2024-02-23 19:00:00,22.0,0.135,447.9
sensor_pasila,2024-02-23 19:00:00,32.8,0.157,412.5
sensor_kallio,2024-02-23 19:30:00,23.5,0.121,468.7
sensor_kamppi,2024-02-23 19:30:00,32.9,0.134,398.8
sensor_pasila,2024-02-23 19:30:00,32.9,0.143,424.0
sensor_kallio,2024-02-23 20:00:00,33.4,0.097,454.0
sensor_kamppi,2024-02-23 20:00:00,19.3,0.094,386.6
sensor_pasila,2024-02-23 20:00:00,37.0,0.08,419.5
sensor_kallio,2024-02-23 20:30:00,29.1,0.081,390.2
sensor_kamppi,2024-02-23 20:30:00,37.7,0.142,399.9
sensor_pasila,2024-02-23 20:30:00,33.1,0.057,417.4
sensor_kallio,2024-02-23 21:00:00,50.8,0.071,371.2
sensor_kamppi,2024-02-23 21:00:00,37.5,0.054,373.0
sensor_pasila,2024-02-23 21:00:00,32.6,0.108,333.5
sensor_kallio,2024-02-23 21:30:00,27.1,0.081,391.0
sensor_kamppi,2024-02-23 21:30:00,23.6,0.119,361.6
sensor_pasila,2024-02-23 21:30:00,30.8,0.114,388.6
sensor_kallio,2024-02-23 22:00:00,23.9,0.049,318.9
sensor_kamppi,2024-02-23 22:00:00,12.6,0.097,312.0
sensor_pasila,2024-02-23 22:00:00,32.9,0.107,314.3
sensor_kallio,2024-02-23 22:30:00,26.5,0.125,276.7
sensor_kamppi,2024-02-23 22:30:00,42.8,0.07,287.7
sensor_pasila,2024-02-23 22:30:00,29.7,0.097,330.9
sensor_kallio,2024-02-23 23:00:00,29.6,0.178,259.4
sensor_kamppi,2024-02-23 23:00:00,28.2,0.101,251.5
sensor_pasila,2024-02-23 23:00:00,23.8,0.112,307.4
sensor_kallio,2024-02-23 23:30:00,31.8,0.141,320.1
sensor_kamppi,2024-02-23 23:30:00,20.1,0.092,267.8
sensor_pasila,2024-02-23 23:30:00,23.0,0.09,253.9
sensor_kallio,2024-02-24 00:00:00,36.4,0.066,310.3
sensor_kamppi,2024-02-24 00:00:00,52.7,0.147,285.2
sensor_pasila,2024-02-24 00:00:00,29.5,0.096,355.7
sensor_kallio,2024-02-24 00:30:00,29.0,0.091,342.3
sensor_kamppi,2024-02-24 00:30:00,49.4,0.119,328.2
sensor_pasila,2024-02-24 00:30:00,35.9,0.101,302.4
sensor_kallio,2024-02-24 01:00:00,27.1,0.092,300.1
sensor_kamppi,2024-02-24 01:00:00,36.1,0.101,271.9
sensor_pasila,2024-02-24 01:00:00,35.1,0.117,254.8
sensor_kallio,2024-02-24 01:30:00,36.6,0.109,248.5
sensor_kamppi,2024-02-24 01:30:00,25.9,0.056,310.6
sensor_pasila,2024-02-24 01:30:00,35.4,0.108,296.3
sensor_kallio,2024-02-24 02:00:00,23.5,0.097,257.3
sensor_kamppi,2024-02-24 02:00:00,30.8,0.1,265.5
sensor_pasila,2024-02-24 02:00:00,32.7,0.123,276.8
sensor_kallio,2024-02-24 02:30:00,36.3,0.121,246.7
sensor_kamppi,2024-02-24 02:30:00,26.2,0.048,268.3
sensor_pasila,2024-02-24 02:30:00,40.1,0.129,272.5
sensor_kallio,2024-02-24 03:00:00,37.2,0.126,262.4
sensor_kamppi,2024-02-24 03:00:00,46.7,0.114,298.9
sensor_pasila,2024-02-24 03:00:00,47.3,0.106,255.0
sensor_kallio,2024-02-24 03:30:00,35.4,0.098,281.9
sensor_kamppi,2024-02-24 03:30:00,41.9,0.073,271.8
sensor_pasila,2024-02-24 03:30:00,38.2,0.108,270.0
sensor_kallio,2024-02-24 04:00:00,48.4,0.072,300.0
sensor_kamppi,2024-02-24 04:00:00,30.4,0.069,292.1
sensor_pasila,2024-02-24 04:00:00,36.8,0.09,304.8
sensor_kallio,2024-02-24 04:30:00,31.7,0.134,326.2
sensor_kamppi,2024-02-24 04:30:00,17.3,0.16,290.4
sensor_pasila,2024-02-24 04:30:00,38.3,0.139,324.5
sensor_kallio,2024-02-24 05:00:00,45.2,0.119,341.7
sensor_kamppi,2024-02-24 05:00:00,54.8,0.101,358.0
sensor_pasila,2024-02-24 05:00:00,43.0,0.155,383.7
sensor_kallio,2024-02-24 05:30:00,33.9,0.163,348.4
sensor_kamppi,2024-02-24 05:30:00,48.8,0.143,368.9
sensor_pasila,2024-02-24 05:30:00,46.4,0.107,355.5
sensor_kallio,2024-02-24 06:00:00,38.5,0.314,419.9
sensor_kamppi,2024-02-24 06:00:00,52.9,0.284,419.7
sensor_pasila,2024-02-24 06:00:00,45.2,0.343,411.7
sensor_kallio,2024-02-24 06:30:00,36.8,0.293,428.0
sensor_kamppi,2024-02-24 06:30:00,42.7,0.288,434.3
sensor_pasila,2024-02-24 06:30:00,40.8,0.294,413.7
sensor_kallio,2024-02-24 07:00:00,44.4,0.55,434.0
sensor_kamppi,2024-02-24 07:00:00,58.5,0.545,428.2
sensor_pasila,2024-02-24 07:00:00,50.4,0.637,436.7
sensor_kallio,2024-02-24 07:30:00,47.2,0.59,418.6
sensor_kamppi,2024-02-24 07:30:00,58.3,0.63,450.8
sensor_pasila,2024-02-24 07:30:00,55.5,0.549,447.2
sensor_kallio,2024-02-24 08:00:00,47.3,0.732,453.8
sensor_kamppi,2024-02-24 08:00:00,54.6,0.749,429.2
sensor_pasila,2024-02-24 08:00:00,46.1,0.805,424.7
sensor_kallio,2024-02-24 08:30:00,54.8,0.767,445.5
sensor_kamppi,2024-02-24 08:30:00,54.2,0.718,452.6
sensor_pasila,2024-02-24 08:30:00,60.8,0.712,430.7
sensor_kallio,2024-02-24 09:00:00,38.0,0.595,424.2
sensor_kamppi,2024-02-24 09:00:00,40.5,0.586,394.4
sensor_pasila,2024-02-24 09:00:00,58.8,0.54,442.4
sensor_kallio,2024-02-24 09:30:00,48.6,0.517,417.2
sensor_kamppi,2024-02-24 09:30:00,57.1,0.579,425.7
sensor_pasila,2024-02-24 09:30:00,48.3,0.594,416.7
sensor_kallio,2024-02-24 10:00:00,52.5,0.256,373.7
sensor_kamppi,2024-02-24 10:00:00,50.4,0.301,355.0
sensor_pasila,2024-02-24 10:00:00,51.6,0.303,395.5
sensor_kallio,2024-02-24 10:30:00,59.4,0.294,346.1
sensor_kamppi,2024-02-24 10:30:00,58.8,0.341,320.2
sensor_pasila,2024-02-24 10:30:00,54.3,0.326,357.8
sensor_kallio,2024-02-24 11:00:00,46.6,0.096,303.4
sensor_kamppi,2024-02-24 11:00:00,43.8,0.096,317.6
sensor_pasila,2024-02-24 11:00:00,58.4,0.1,349.6
sensor_kallio,2024-02-24 11:30:00,44.7,0.128,287.4
sensor_kamppi,2024-02-24 11:30:00,44.4,0.15,305.9
sensor_pasila,2024-02-24 11:30:00,48.8,0.15,291.1
sensor_kallio,2024-02-24 12:00:00,48.0,0.113,247.4
sensor_kamppi,2024-02-24 12:00:00,43.6,0.063,299.8
sensor_pasila,2024-02-24 12:00:00,56.5,0.155,299.9
sensor_kallio,2024-02-24 12:30:00,54.6,0.094,281.3
sensor_kamppi,2024-02-24 12:30:00,57.2,0.084,291.8
sensor_pasila,2024-02-24 12:30:00,59.3,0.094,255.1
sensor_kallio,2024-02-24 13:00:00,54.2,0.059,270.2
sensor_kamppi,2024-02-24 13:00:00,50.7,0.121,235.6
sensor_pasila,2024-02-24 13:00:00,52.6,0.078,255.7
sensor_kallio,2024-02-24 13:30:00,51.6,0.146,262.1
sensor_kamppi,2024-02-24 13:30:00,45.0,0.103,267.4
sensor_pasila,2024-02-24 13:30:00,53.2,0.058,259.3
sensor_kallio,2024-02-24 14:00:00,62.0,0.143,256.7
sensor_kamppi,2024-02-24 14:00:00,65.0,0.109,276.8
sensor_pasila,2024-02-24 14:00:00,47.7,0.036,268.1
sensor_kallio,2024-02-24 14:30:00,51.3,0.13,276.6
sensor_kamppi,2024-02-24 14:30:00,35.7,0.082,253.7
sensor_pasila,2024-02-24 14:30:00,42.0,0.134,257.9
sensor_kallio,2024-02-24 15:00:00,58.3,0.049,316.3
sensor_kamppi,2024-02-24 15:00:00,56.4,0.053,309.7
sensor_pasila,2024-02-24 15:00:00,41.3,0.149,303.5
sensor_kallio,2024-02-24 15:30:00,46.0,0.069,301.5
sensor_kamppi,2024-02-24 15:30:00,54.4,0.112,313.2
sensor_pasila,2024-02-24 15:30:00,58.6,0.069,310.5
sensor_kallio,2024-02-24 16:00:00,35.9,0.056,355.5
sensor_kamppi,2024-02-24 16:00:00,38.4,0.134,395.9
sensor_pasila,2024-02-24 16:00:00,58.7,0.153,351.0
sensor_kallio,2024-02-24 16:30:00,45.2,0.083,344.4
sensor_kamppi,2024-02-24 16:30:00,52.4,0.129,352.7
sensor_pasila,2024-02-24 16:30:00,50.9,0.095,403.7
sensor_kallio,2024-02-24 17:00:00,59.1,0.048,398.1
sensor_kamppi,2024-02-24 17:00:00,42.1,0.155,409.2
sensor_pasila,2024-02-24 17:00:00,39.0,0.055,406.3
sensor_kallio,2024-02-24 17:30:00,40.8,0.093,412.6
sensor_kamppi,2024-02-24 17:30:00,36.5,0.147,412.9
sensor_pasila,2024-02-24 17:30:00,37.7,0.067,395.0
sensor_kallio,2024-02-24 18:00:00,36.4,0.117,461.8
sensor_kamppi,2024-02-24 18:00:00,54.9,0.065,453.3
sensor_pasila,2024-02-24 18:00:00,37.6,0.039,431.9
sensor_kallio,2024-02-24 18:30:00,34.5,0.106,478.9
sensor_kamppi,2024-02-24 18:30:00,51.2,0.046,413.1
sensor_pasila,2024-02-24 18:30:00,44.3,0.11,424.7
sensor_kallio,2024-02-24 19:00:00,51.2,0.105,441.5
sensor_kamppi,2024-02-24 19:00:00,37.0,0.153,448.3
sensor_pasila,2024-02-24 19:00:00,34.4,0.094,427.1
sensor_kallio,2024-02-24 19:30:00,37.2,0.171,437.4
sensor_kamppi,2024-02-24 19:30:00,43.5,0.071,459.8
sensor_pasila,2024-02-24 19:30:00,37.7,0.122,434.7
sensor_kallio,2024-02-24 20:00:00,31.7,0.077,387.6
sensor_kamppi,2024-02-24 20:00:00,51.3,0.085,401.2
sensor_pasila,2024-02-24 20:00:00,30.7,0.062,414.2
sensor_kallio,2024-02-24 20:30:00,49.3,0.088,381.3
sensor_kamppi,2024-02-24 20:30:00,29.8,0.106,411.1
sensor_pasila,2024-02-24 20:30:00,28.6,0.058,402.5
sensor_kallio,2024-02-24 21:00:00,18.9,0.096,368.9
sensor_kamppi,2024-02-24 21:00:00,35.8,0.076,343.8
sensor_pasila,2024-02-24 21:00:00,23.2,0.17,363.1
sensor_kallio,2024-02-24 21:30:00,25.7,0.055,369.9
sensor_kamppi,2024-02-24 21:30:00,31.2,0.133,380.4
sensor_pasila,2024-02-24 21:30:00,31.7,0.098,354.3
sensor_kallio,2024-02-24 22:00:00,42.0,0.02,329.2
sensor_kamppi,2024-02-24 22:00:00,32.5,0.08,307.1
sensor_pasila,2024-02-24 22:00:00,31.1,0.078,325.0
sensor_kallio,2024-02-24 22:30:00,24.7,0.137,299.6
sensor_kamppi,2024-02-24 22:30:00,24.3,0.083,327.5
sensor_pasila,2024-02-24 22:30:00,35.3,0.15,308.6
sensor_kallio,2024-02-24 23:00:00,34.7,0.124,280.3
sensor_kamppi,2024-02-24 23:00:00,66.2,0.097,253.8
sensor_pasila,2024-02-24 23:00:00,37.9,0.109,253.3
sensor_kallio,2024-02-24 23:30:00,34.5,0.04,277.7
sensor_kamppi,2024-02-24 23:30:00,18.6,0.098,279.5
sensor_pasila,2024-02-24 23:30:00,28.1,0.046,265.4
sensor_kallio,2024-02-25 00:00:00,33.7,0.167,288.9
sensor_kamppi,2024-02-25 00:00:00,35.4,0.086,295.0
sensor_pasila,2024-02-25 00:00:00,36.6,0.123,336.5
sensor_kallio,2024-02-25 00:30:00,22.0,0.136,349.8
sensor_kamppi,2024-02-25 00:30:00,33.2,0.116,292.1
sensor_pasila,2024-02-25 00:30:00,32.8,0.054,308.4
sensor_kallio,2024-02-25 01:00:00,42.4,0.103,282.2
sensor_kamppi,2024-02-25 01:00:00,45.1,0.126,282.7
sensor_pasila,2024-02-25 01:00:00,32.9,0.083,245.2
sensor_kallio,2024-02-25 01:30:00,28.5,0.079,244.2
sensor_kamppi,2024-02-25 01:30:00,32.0,0.1,265.6
sensor_pasila,2024-02-25 01:30:00,38.0,0.114,248.3
sensor_kallio,2024-02-25 02:00:00,38.4,0.116,241.6
sensor_kamppi,2024-02-25 02:00:00,25.6,0.115,272.4
sensor_pasila,2024-02-25 02:00:00,28.9,0.079,250.7
sensor_kallio,2024-02-25 02:30:00,42.0,0.115,281.6
sensor_kamppi,2024-02-25 02:30:00,45.4,0.091,239.4
sensor_pasila,2024-02-25 02:30:00,43.9,0.162,234.7
sensor_kallio,2024-02-25 03:00:00,32.9,0.15,309.9
sensor_kamppi,2024-02-25 03:00:00,51.4,0.074,287.4
sensor_pasila,2024-02-25 03:00:00,30.3,0.081,282.9
sensor_kallio,2024-02-25 03:30:00,34.9,0.158,261.9
sensor_kamppi,2024-02-25 03:30:00,42.3,0.08,293.0
sensor_pasila,2024-02-25 03:30:00,39.4,0.113,277.2
sensor_kallio,2024-02-25 04:00:00,47.4,0.1,350.6
sensor_kamppi,2024-02-25 04:00:00,43.9,0.1,315.8
sensor_pasila,2024-02-25 04:00:00,38.3,0.087,307.3
sensor_kallio,2024-02-25 04:30:00,49.7,0.136,355.3
sensor_kamppi,2024-02-25 04:30:00,19.5,0.082,298.1
sensor_pasila,2024-02-25 04:30:00,43.4,0.127,315.7
sensor_kallio,2024-02-25 05:00:00,45.8,0.147,365.4
sensor_kamppi,2024-02-25 05:00:00,46.8,0.143,350.6
sensor_pasila,2024-02-25 05:00:00,40.8,0.137,324.0
sensor_kallio,2024-02-25 05:30:00,41.4,0.169,365.6
sensor_kamppi,2024-02-25 05:30:00,18.3,0.111,338.6
sensor_pasila,2024-02-25 05:30:00,46.2,0.09,416.4
sensor_kallio,2024-02-25 06:00:00,52.3,0.349,397.1
sensor_kamppi,2024-02-25 06:00:00,48.9,0.327,426.0
sensor_pasila,2024-02-25 06:00:00,37.3,0.341,457.7
sensor_kallio,2024-02-25 06:30:00,46.6,0.295,405.5
sensor_kamppi,2024-02-25 06:30:00,50.2,0.317,417.8
sensor_pasila,2024-02-25 06:30:00,49.5,0.295,398.0
sensor_kallio,2024-02-25 07:00:00,45.3,0.546,421.6
sensor_kamppi,2024-02-25 07:00:00,56.5,0.595,408.9
sensor_pasila,2024-02-25 07:00:00,55.7,0.582,417.1
sensor_kallio,2024-02-25 07:30:00,60.9,0.564,402.6
sensor_kamppi,2024-02-25 07:30:00,48.7,0.558,484.4
sensor_pasila,2024-02-25 07:30:00,43.8,0.563,451.5
sensor_kallio,2024-02-25 08:00:00,51.9,0.715,454.9
sensor_kamppi,2024-02-25 08:00:00,53.5,0.793,416.2
sensor_pasila,2024-02-25 08:00:00,47.7,0.769,449.4
sensor_kallio,2024-02-25 08:30:00,48.7,0.745,442.8
sensor_kamppi,2024-02-25 08:30:00,42.7,0.772,412.7
sensor_pasila,2024-02-25 08:30:00,48.6,0.762,419.5
sensor_kallio,2024-02-25 09:00:00,55.7,0.569,408.3
sensor_kamppi,2024-02-25 09:00:00,44.5,0.592,424.5
